日期,委托时间,品种,股票代码,买卖类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2025-2-13,13:00:00,股票,ST恒久(002808.XSHE),卖,市价单,-30900股,3.16,-97644,-30900股,-,2472,58.59,全部成交,2025-2-13 13:00
2025-2-13,13:00:00,股票,*ST仁东(002647.XSHE),卖,市价单,-15600股,6.08,-94848,-15600股,-,624,56.91,全部成交,2025-2-13 13:00
2025-2-14,9:30:00,股票,ST元成(603388.XSHG),买,市价单,31500股,3.06,96390,31500股,-,0,9.64,全部成交,2025-2-14 9:30
2025-2-14,9:30:00,股票,*ST摩登(002656.XSHE),买,市价单,44100股,2.18,96138,44100股,-,0,9.61,全部成交,2025-2-14 9:30
2025-2-14,13:00:00,股票,*ST宁科(600165.XSHG),卖,市价单,-0股,--,0,-32000股,-,0,0,已撤单,2025-2-14 13:00
2025-2-14,13:00:00,股票,*ST中润(000506.XSHE),卖,市价单,-22600股,4.82,-108932,-22600股,-,5876,65.36,全部成交,2025-2-14 13:00
2025-2-14,14:00:00,股票,*ST宁科(600165.XSHG),卖,市价单,-32000股,3.5,-112000,-32000股,-,12800,67.2,全部成交,2025-2-14 14:00
2025-2-17,9:30:00,股票,*ST九有(600462.XSHG),买,市价单,74100股,1.5,111150,74100股,-,0,11.12,全部成交,2025-2-17 9:30
2025-2-17,9:30:00,股票,ST德豪(002005.XSHE),买,市价单,58900股,1.86,109554,58900股,-,0,10.96,全部成交,2025-2-17 9:30
2025-2-17,13:00:00,股票,*ST摩登(002656.XSHE),卖,市价单,-44100股,2.31,-101871,-44100股,-,5733,61.12,全部成交,2025-2-17 13:00
2025-2-18,9:30:00,股票,ST墨龙(002490.XSHE),买,市价单,28100股,3.62,101722,28100股,-,0,10.17,全部成交,2025-2-18 9:30
2025-2-18,14:00:00,股票,ST元成(603388.XSHG),卖,市价单,-31500股,3.28,-103320,-31500股,-,6930,61.99,全部成交,2025-2-18 14:00
2025-2-18,14:00:00,股票,*ST九有(600462.XSHG),卖,市价单,-74100股,1.44,-106704,-74100股,-,-4446,64.02,全部成交,2025-2-18 14:00
2025-2-18,14:55:00,股票,ST德豪(002005.XSHE),卖,市价单,-58900股,1.78,-104842,-58900股,-,-4712,62.91,全部成交,2025-2-18 14:55
2025-2-19,9:30:00,股票,ST元成(603388.XSHG),买,市价单,33100股,3.18,105258,33100股,-,0,10.53,全部成交,2025-2-19 9:30
2025-2-19,9:30:00,股票,ST明诚(600136.XSHG),买,市价单,50200股,2.09,104918,50200股,-,0,10.49,全部成交,2025-2-19 9:30
2025-2-19,13:00:00,股票,ST墨龙(002490.XSHE),卖,市价单,-28100股,3.82,-107342,-28100股,-,5620,64.41,全部成交,2025-2-19 13:00
2025-2-20,13:00:00,股票,ST元成(603388.XSHG),卖,市价单,-33100股,3.5,-115850,-33100股,-,10592,69.51,全部成交,2025-2-20 13:00
2025-2-20,13:00:00,股票,ST明诚(600136.XSHG),卖,市价单,-50200股,2.16,-108432,-50200股,-,3514,65.06,全部成交,2025-2-20 13:00
2025-2-24,9:30:00,股票,*ST中润(000506.XSHE),买,市价单,20000股,5.44,108800,20000股,-,0,10.88,全部成交,2025-2-24 9:30
2025-2-25,13:00:00,股票,*ST中润(000506.XSHE),卖,市价单,-20000股,5.96,-119200,-20000股,-,10400,71.52,全部成交,2025-2-25 13:00
2025-2-26,9:30:00,股票,ST英飞拓(002528.XSHE),买,市价单,41000股,2.72,111520,41000股,-,0,11.15,全部成交,2025-2-26 9:30
2025-2-26,9:30:00,股票,*ST天沃(002564.XSHE),买,市价单,26900股,4.14,111366,26900股,-,0,11.14,全部成交,2025-2-26 9:30
2025-2-27,9:30:00,股票,ST墨龙(002490.XSHE),买,市价单,29100股,3.84,111744,29100股,-,0,11.17,全部成交,2025-2-27 9:30
2025-2-27,13:00:00,股票,*ST天沃(002564.XSHE),卖,市价单,-26900股,3.99,-107331,-26900股,-,-4035,64.4,全部成交,2025-2-27 13:00
2025-2-28,9:30:00,股票,ST三圣(002742.XSHE),买,市价单,26900股,4.08,109752,26900股,-,0,10.98,全部成交,2025-2-28 9:30
2025-2-28,13:00:00,股票,ST墨龙(002490.XSHE),卖,市价单,-29100股,3.88,-112908,-29100股,-,1164,67.74,全部成交,2025-2-28 13:00
2025-2-28,14:55:00,股票,ST英飞拓(002528.XSHE),卖,市价单,-41000股,2.62,-107420,-41000股,-,-4100,64.45,全部成交,2025-2-28 14:55
2025-3-3,9:30:00,股票,ST华微(600360.XSHG),买,市价单,18700股,5.86,109582,18700股,-,0,10.96,全部成交,2025-3-3 9:30
2025-3-3,9:30:00,股票,*ST中利(002309.XSHE),买,市价单,44200股,2.48,109616,44200股,-,0,10.96,全部成交,2025-3-3 9:30
2025-3-3,9:30:00,股票,*ST龙宇(603003.XSHG),买,市价单,19700股,5.56,109532,19700股,-,0,10.95,全部成交,2025-3-3 9:30
2025-3-3,14:00:00,股票,ST三圣(002742.XSHE),卖,市价单,-26900股,4.14,-111366,-26900股,-,1614,66.82,全部成交,2025-3-3 14:00
2025-3-4,9:30:00,股票,ST东时(603377.XSHG),买,市价单,46300股,2.42,112046,46300股,-,0,11.2,全部成交,2025-3-4 9:30
2025-3-4,14:00:00,股票,*ST中利(002309.XSHE),卖,市价单,-0股,--,0,-44200股,-,0,0,已撤单,2025-3-4 14:00
2025-3-4,14:55:00,股票,*ST龙宇(603003.XSHG),卖,市价单,-19700股,5.6,-110320,-19700股,-,788,66.19,全部成交,2025-3-4 14:55
2025-3-5,9:30:00,股票,*ST吉药(300108.XSHE),买,市价单,101100股,1.1,111210,101100股,-,0,11.12,全部成交,2025-3-5 9:30
2025-3-5,13:00:00,股票,ST华微(600360.XSHG),卖,市价单,-18700股,5.96,-111452,-18700股,-,1870,66.87,全部成交,2025-3-5 13:00
2025-3-6,9:30:00,股票,*ST恒立(000622.XSHE),买,市价单,37200股,2.96,110112,37200股,-,0,11.01,全部成交,2025-3-6 9:30
2025-3-6,13:00:00,股票,*ST中利(002309.XSHE),卖,市价单,-44200股,2.36,-104312,-44200股,-,-5304,62.59,全部成交,2025-3-6 13:00
2025-3-6,13:00:00,股票,ST东时(603377.XSHG),卖,市价单,-46300股,2.43,-112509,-46300股,-,463,67.51,全部成交,2025-3-6 13:00
2025-3-6,13:00:00,股票,*ST吉药(300108.XSHE),卖,市价单,-101100股,1.04,-105144,-101100股,-,-6066,63.09,全部成交,2025-3-6 13:00
2025-3-7,9:30:00,股票,*ST东园(002310.XSHE),买,市价单,60300股,1.78,107334,60300股,-,0,10.73,全部成交,2025-3-7 9:30
2025-3-7,14:00:00,股票,*ST恒立(000622.XSHE),卖,市价单,-37200股,2.86,-106392,-37200股,-,-3720,63.84,全部成交,2025-3-7 14:00
2025-3-10,13:00:00,股票,*ST东园(002310.XSHE),卖,市价单,-60300股,1.82,-109746,-60300股,-,2412,65.85,全部成交,2025-3-10 13:00
2025-3-11,9:30:00,股票,ST曙光(600303.XSHG),买,市价单,35000股,3.08,107800,35000股,-,0,10.78,全部成交,2025-3-11 9:30
2025-3-12,9:30:00,股票,ST盛屯(600711.XSHG),买,市价单,19200股,5.6,107520,19200股,-,0,10.75,全部成交,2025-3-12 9:30
2025-3-12,9:30:00,股票,*ST恒立(000622.XSHE),买,市价单,36300股,2.96,107448,36300股,-,0,10.74,全部成交,2025-3-12 9:30
2025-3-12,9:30:00,股票,ST沪科(600608.XSHG),买,市价单,30200股,3.56,107512,30200股,-,0,10.75,全部成交,2025-3-12 9:30
2025-3-12,13:00:00,股票,ST曙光(600303.XSHG),卖,市价单,-35000股,3.38,-118300,-35000股,-,10500,70.98,全部成交,2025-3-12 13:00
2025-3-13,9:30:00,股票,*ST信通(600289.XSHG),买,市价单,19100股,6.2,118420,19100股,-,0,11.84,全部成交,2025-3-13 9:30
2025-3-13,13:00:00,股票,*ST恒立(000622.XSHE),卖,市价单,-36300股,3.14,-113982,-36300股,-,6534,68.39,全部成交,2025-3-13 13:00
2025-3-14,9:30:00,股票,ST红太阳(000525.XSHE),买,市价单,19000股,6,114000,19000股,-,0,11.4,全部成交,2025-3-14 9:30
2025-3-17,13:00:00,股票,ST盛屯(600711.XSHG),卖,市价单,-19200股,5.96,-114432,-19200股,-,6912,68.66,全部成交,2025-3-17 13:00
2025-3-17,13:00:00,股票,ST红太阳(000525.XSHE),卖,市价单,-19000股,6.16,-117040,-19000股,-,3040,70.22,全部成交,2025-3-17 13:00
2025-3-18,9:30:00,股票,*ST金时(002951.XSHE),买,市价单,16100股,7.18,115598,16100股,-,0,11.56,全部成交,2025-3-18 9:30
2025-3-19,9:30:00,股票,*ST仁东(002647.XSHE),买,市价单,19200股,6.02,115584,19200股,-,0,11.56,全部成交,2025-3-19 9:30
2025-3-19,14:00:00,股票,ST沪科(600608.XSHG),卖,市价单,-30200股,3.44,-103888,-30200股,-,-3624,62.33,全部成交,2025-3-19 14:00
2025-3-19,14:00:00,股票,*ST金时(002951.XSHE),卖,市价单,-16100股,7.22,-116242,-16100股,-,644,69.75,全部成交,2025-3-19 14:00
2025-3-20,9:30:00,股票,ST证通(002197.XSHE),买,市价单,17900股,6.12,109548,17900股,-,0,10.95,全部成交,2025-3-20 9:30
2025-3-20,9:30:00,股票,ST宇顺(002289.XSHE),买,市价单,23200股,4.74,109968,23200股,-,0,11,全部成交,2025-3-20 9:30
2025-3-21,13:00:00,股票,*ST仁东(002647.XSHE),卖,市价单,-19200股,6.04,-115968,-19200股,-,384,69.58,全部成交,2025-3-21 13:00
2025-3-21,13:00:00,股票,ST宇顺(002289.XSHE),卖,市价单,-23200股,4.76,-110432,-23200股,-,464,66.26,全部成交,2025-3-21 13:00
2025-3-24,9:30:00,股票,ST百灵(002424.XSHE),买,市价单,27100股,4.18,113278,27100股,-,0,11.33,全部成交,2025-3-24 9:30
2025-3-24,9:30:00,股票,ST天邦(002124.XSHE),买,市价单,37500股,3.02,113250,37500股,-,0,11.32,全部成交,2025-3-24 9:30
2025-3-24,14:55:00,股票,*ST信通(600289.XSHG),卖,市价单,-19100股,9.17,-175147,-19100股,-,56727,105.09,全部成交,2025-3-24 14:55
2025-3-25,9:30:00,股票,*ST信通(600289.XSHG),买,市价单,20100股,8.7,174870,20100股,-,0,17.49,全部成交,2025-3-25 9:30
2025-3-25,13:00:00,股票,ST证通(002197.XSHE),卖,市价单,-17900股,5.48,-98092,-17900股,-,-11456,58.86,全部成交,2025-3-25 13:00
2025-3-25,13:00:00,股票,ST天邦(002124.XSHE),卖,市价单,-37500股,3.04,-114000,-37500股,-,750,68.4,全部成交,2025-3-25 13:00
2025-3-26,9:30:00,股票,*ST东园(002310.XSHE),买,市价单,52000股,2.04,106080,52000股,-,0,10.61,全部成交,2025-3-26 9:30
2025-3-26,13:00:00,股票,ST百灵(002424.XSHE),卖,市价单,-27100股,4.3,-116530,-27100股,-,3252,69.92,全部成交,2025-3-26 13:00
2025-3-27,9:30:00,股票,*ST天创(603608.XSHG),买,市价单,24000股,4.64,111360,24000股,-,0,11.14,全部成交,2025-3-27 9:30
2025-3-27,13:00:00,股票,*ST东园(002310.XSHE),卖,市价单,-52000股,2.18,-113360,-52000股,-,7280,68.02,全部成交,2025-3-27 13:00
2025-3-28,9:30:00,股票,ST百灵(002424.XSHE),买,市价单,25500股,4.4,112200,25500股,-,0,11.22,全部成交,2025-3-28 9:30
2025-3-28,9:30:00,股票,ST华微(600360.XSHG),买,市价单,16500股,6.8,112200,16500股,-,0,11.22,全部成交,2025-3-28 9:30
2025-3-28,13:00:00,股票,*ST天创(603608.XSHG),卖,市价单,-24000股,4.72,-113280,-24000股,-,1920,67.97,全部成交,2025-3-28 13:00
2025-3-31,9:30:00,股票,ST元成(603388.XSHG),买,市价单,32900股,3.46,113834,32900股,-,0,11.38,全部成交,2025-3-31 9:30
2025-3-31,13:00:00,股票,ST华微(600360.XSHG),卖,市价单,-16500股,6.8,-112200,-16500股,-,0,67.32,全部成交,2025-3-31 13:00
2025-3-31,14:00:00,股票,ST百灵(002424.XSHE),卖,市价单,-25500股,4.24,-108120,-25500股,-,-4080,64.87,全部成交,2025-3-31 14:00
2025-4-1,13:00:00,股票,*ST信通(600289.XSHG),卖,市价单,-0股,--,0,-20100股,-,0,0,已撤单,2025-4-1 13:00
2025-4-1,13:00:00,股票,ST元成(603388.XSHG),卖,市价单,-32900股,3.84,-126336,-32900股,-,12502,75.8,全部成交,2025-4-1 13:00
2025-4-1,14:00:00,股票,*ST信通(600289.XSHG),卖,市价单,-0股,--,0,-20100股,-,0,0,已撤单,2025-4-1 14:00
2025-4-1,14:55:00,股票,*ST信通(600289.XSHG),卖,市价单,-0股,--,0,-20100股,-,0,0,已撤单,2025-4-1 14:55
2025-4-2,9:30:00,股票,ST联合(600358.XSHG),买,市价单,25900股,4.44,114996,25900股,-,0,11.5,全部成交,2025-4-2 9:30
2025-4-2,9:30:00,股票,*ST中润(000506.XSHE),买,市价单,20600股,5.6,115360,20600股,-,0,11.54,全部成交,2025-4-2 9:30
2025-4-2,9:30:00,股票,*ST宁科(600165.XSHG),买,市价单,26000股,4.43,115180,26000股,-,0,11.52,全部成交,2025-4-2 9:30
2025-4-3,13:00:00,股票,*ST中润(000506.XSHE),卖,市价单,-20600股,5.7,-117420,-20600股,-,2060,70.45,全部成交,2025-4-3 13:00
2025-4-3,13:00:00,股票,*ST宁科(600165.XSHG),卖,市价单,-26000股,4.6,-119600,-26000股,-,4420,71.76,全部成交,2025-4-3 13:00
2025-4-3,14:00:00,股票,ST联合(600358.XSHG),卖,市价单,-25900股,4.26,-110334,-25900股,-,-4662,66.2,全部成交,2025-4-3 14:00
2025-4-7,9:30:00,股票,ST墨龙(002490.XSHE),买,市价单,33100股,3.5,115850,33100股,-,0,11.58,全部成交,2025-4-7 9:30
2025-4-9,14:00:00,股票,*ST信通(600289.XSHG),卖,市价单,-20100股,5.94,-119394,-20100股,-,-55476,71.64,全部成交,2025-4-9 14:00
2025-4-9,14:00:00,股票,ST墨龙(002490.XSHE),卖,市价单,-33100股,3.38,-111878,-33100股,-,-3972,67.13,全部成交,2025-4-9 14:00
2025-4-11,9:30:00,股票,ST联合(600358.XSHG),买,市价单,27500股,4.2,115500,27500股,-,0,11.55,全部成交,2025-4-11 9:30
2025-4-14,9:30:00,股票,ST永悦(603879.XSHG),买,市价单,26300股,4.4,115720,26300股,-,0,11.57,全部成交,2025-4-14 9:30
2025-4-14,9:30:00,股票,*ST中润(000506.XSHE),买,市价单,20800股,5.56,115648,20800股,-,0,11.56,全部成交,2025-4-14 9:30
2025-4-14,9:30:00,股票,ST目药(600671.XSHG),买,市价单,10100股,11.42,115342,10100股,-,0,11.53,全部成交,2025-4-14 9:30
2025-4-14,13:00:00,股票,ST联合(600358.XSHG),卖,市价单,-27500股,4.3,-118250,-27500股,-,2750,70.95,全部成交,2025-4-14 13:00
2025-4-15,13:00:00,股票,ST永悦(603879.XSHG),卖,市价单,-26300股,4.73,-124399,-26300股,-,8679,74.64,全部成交,2025-4-15 13:00
2025-4-15,13:00:00,股票,*ST中润(000506.XSHE),卖,市价单,-20800股,5.98,-124384,-20800股,-,8736,74.63,全部成交,2025-4-15 13:00
2025-4-15,13:00:00,股票,ST目药(600671.XSHG),卖,市价单,-10100股,11.82,-119382,-10100股,-,4040,71.63,全部成交,2025-4-15 13:00
2025-4-17,9:30:00,股票,*ST科新(600234.XSHG),买,市价单,19400股,6.26,121444,19400股,-,0,12.14,全部成交,2025-4-17 9:30
2025-4-18,13:00:00,股票,*ST科新(600234.XSHG),卖,市价单,-19400股,6.34,-122996,-19400股,-,1552,73.8,全部成交,2025-4-18 13:00
2025-4-21,9:30:00,股票,ST升达(002259.XSHE),买,市价单,46700股,2.62,122354,46700股,-,0,12.24,全部成交,2025-4-21 9:30
2025-4-22,9:30:00,股票,ST柯利达(603828.XSHG),买,市价单,21200股,5.76,122112,21200股,-,0,12.21,全部成交,2025-4-22 9:30
2025-4-22,13:00:00,股票,ST升达(002259.XSHE),卖,市价单,-46700股,2.68,-125156,-46700股,-,2802,75.09,全部成交,2025-4-22 13:00
2025-4-24,9:30:00,股票,ST新潮(600777.XSHG),买,市价单,38300股,3.22,123326,38300股,-,0,12.33,全部成交,2025-4-24 9:30
2025-4-24,13:00:00,股票,ST柯利达(603828.XSHG),卖,市价单,-21200股,6.02,-127624,-21200股,-,5512,76.57,全部成交,2025-4-24 13:00
2025-4-30,9:30:00,股票,ST凯文(002425.XSHE),买,市价单,56200股,2.22,124764,56200股,-,0,12.48,全部成交,2025-4-30 9:30
2025-5-6,9:30:00,股票,*ST金科(000656.XSHE),买,市价单,91300股,1.36,124168,91300股,-,0,12.42,全部成交,2025-5-6 9:30
2025-5-6,13:00:00,股票,ST凯文(002425.XSHE),卖,市价单,-56200股,2.34,-131508,-56200股,-,6744,78.9,全部成交,2025-5-6 13:00
2025-5-7,13:00:00,股票,*ST金科(000656.XSHE),卖,市价单,-91300股,1.37,-125081,-91300股,-,913,75.05,全部成交,2025-5-7 13:00
2025-5-8,9:30:00,股票,*ST高斯(002848.XSHE),买,市价单,22700股,5.58,126666,22700股,-,0,12.67,全部成交,2025-5-8 9:30
2025-5-8,9:30:00,股票,ST英飞拓(002528.XSHE),买,市价单,52800股,2.4,126720,52800股,-,0,12.67,全部成交,2025-5-8 9:30
2025-5-8,9:30:00,股票,*ST沪科(600608.XSHG),买,市价单,39900股,3.18,126882,39900股,-,0,12.69,全部成交,2025-5-8 9:30
2025-5-9,13:00:00,股票,*ST高斯(002848.XSHE),卖,市价单,-22700股,6,-136200,-22700股,-,9534,81.72,全部成交,2025-5-9 13:00
2025-5-9,13:00:00,股票,ST英飞拓(002528.XSHE),卖,市价单,-52800股,2.4,-126720,-52800股,-,0,76.03,全部成交,2025-5-9 13:00
2025-5-9,13:00:00,股票,*ST沪科(600608.XSHG),卖,市价单,-39900股,3.34,-133266,-39900股,-,6384,79.96,全部成交,2025-5-9 13:00
2025-5-12,9:30:00,股票,*ST高斯(002848.XSHE),买,市价单,21800股,6.04,131672,21800股,-,0,13.17,全部成交,2025-5-12 9:30
2025-5-12,9:30:00,股票,ST起步(603557.XSHG),买,市价单,47000股,2.82,132540,47000股,-,0,13.25,全部成交,2025-5-12 9:30
2025-5-12,9:30:00,股票,*ST荣控(000668.XSHE),买,市价单,23200股,5.68,131776,23200股,-,0,13.18,全部成交,2025-5-12 9:30
2025-5-13,13:00:00,股票,*ST高斯(002848.XSHE),卖,市价单,-21800股,6.3,-137340,-21800股,-,5668,82.4,全部成交,2025-5-13 13:00
2025-5-13,13:00:00,股票,ST起步(603557.XSHG),卖,市价单,-47000股,2.94,-138180,-47000股,-,5640,82.91,全部成交,2025-5-13 13:00
2025-5-14,9:30:00,股票,*ST亚太(000691.XSHE),买,市价单,33200股,4.14,137448,33200股,-,0,13.74,全部成交,2025-5-14 9:30
2025-5-14,9:30:00,股票,*ST南置(002305.XSHE),买,市价单,83500股,1.65,137775,83500股,-,0,13.78,全部成交,2025-5-14 9:30
2025-5-15,14:55:00,股票,*ST荣控(000668.XSHE),卖,市价单,-23200股,6.1,-141520,-23200股,-,9744,84.91,全部成交,2025-5-15 14:55
2025-5-16,9:30:00,股票,*ST创兴(600193.XSHG),买,市价单,34500股,4.1,141450,34500股,-,0,14.15,全部成交,2025-5-16 9:30
2025-5-16,13:00:00,股票,*ST亚太(000691.XSHE),卖,市价单,-33200股,4.7,-156040,-33200股,-,18592,93.62,全部成交,2025-5-16 13:00
2025-5-16,13:00:00,股票,*ST南置(002305.XSHE),卖,市价单,-83500股,1.8,-150300,-83500股,-,12525,90.18,全部成交,2025-5-16 13:00
2025-5-19,13:00:00,股票,*ST创兴(600193.XSHG),卖,市价单,-34500股,3.97,-136965,-34500股,-,-4485,82.18,全部成交,2025-5-19 13:00
2025-5-20,9:30:00,股票,*ST惠程(002168.XSHE),买,市价单,47800股,3.1,148180,47800股,-,0,14.82,全部成交,2025-5-20 9:30
2025-5-21,9:30:00,股票,*ST云网(002306.XSHE),买,市价单,79300股,1.86,147498,79300股,-,0,14.75,全部成交,2025-5-21 9:30
2025-5-21,9:30:00,股票,*ST阳光(000608.XSHE),买,市价单,79700股,1.86,148242,79700股,-,0,14.82,全部成交,2025-5-21 9:30
2025-5-21,13:00:00,股票,*ST惠程(002168.XSHE),卖,市价单,-47800股,2.99,-142922,-47800股,-,-5258,85.75,全部成交,2025-5-21 13:00
2025-5-22,9:30:00,股票,*ST和科(002816.XSHE),买,市价单,7500股,18.8,141000,7500股,-,0,14.1,全部成交,2025-5-22 9:30
2025-5-22,13:00:00,股票,*ST云网(002306.XSHE),卖,市价单,-79300股,1.92,-152256,-79300股,-,4758,91.35,全部成交,2025-5-22 13:00
2025-5-23,9:30:00,股票,*ST国华(000004.XSHE),买,市价单,16100股,9.52,153272,16100股,-,0,15.33,全部成交,2025-5-23 9:30
2025-5-23,14:00:00,股票,*ST和科(002816.XSHE),卖,市价单,-7500股,19.02,-142650,-7500股,-,1650,85.59,全部成交,2025-5-23 14:00
2025-5-26,13:00:00,股票,*ST阳光(000608.XSHE),卖,市价单,-79700股,1.8,-143460,-79700股,-,-4782,86.08,全部成交,2025-5-26 13:00
2025-5-27,9:30:00,股票,*ST步森(002569.XSHE),买,市价单,16000股,8.91,142560,16000股,-,0,14.26,全部成交,2025-5-27 9:30
2025-5-27,13:00:00,股票,*ST国华(000004.XSHE),卖,市价单,-16100股,10,-161000,-16100股,-,7728,96.6,全部成交,2025-5-27 13:00
2025-5-28,9:30:00,股票,*ST中迪(000609.XSHE),买,市价单,48900股,3.12,152568,48900股,-,0,15.26,全部成交,2025-5-28 9:30
2025-5-28,9:30:00,股票,*ST椰岛(600238.XSHG),买,市价单,25500股,5.94,151470,25500股,-,0,15.15,全部成交,2025-5-28 9:30
2025-5-28,13:00:00,股票,*ST步森(002569.XSHE),卖,市价单,-16000股,9.4,-150400,-16000股,-,7840,90.24,全部成交,2025-5-28 13:00
2025-5-29,9:30:00,股票,*ST双成(002693.XSHE),买,市价单,16800股,8.96,150528,16800股,-,0,15.05,全部成交,2025-5-29 9:30
2025-5-29,13:00:00,股票,*ST椰岛(600238.XSHG),卖,市价单,-25500股,5.94,-151470,-25500股,-,0,90.88,全部成交,2025-5-29 13:00
2025-5-30,9:30:00,股票,*ST精伦(600355.XSHG),买,市价单,51300股,2.96,151848,51300股,-,0,15.18,全部成交,2025-5-30 9:30
2025-5-30,13:00:00,股票,*ST中迪(000609.XSHE),卖,市价单,-48900股,3.26,-159414,-48900股,-,6846,95.65,全部成交,2025-5-30 13:00
2025-5-30,13:00:00,股票,*ST双成(002693.XSHE),卖,市价单,-16800股,8.61,-144648,-16800股,-,-5880,86.79,全部成交,2025-5-30 13:00
2025-6-3,9:30:00,股票,*ST高鸿(000851.XSHE),买,市价单,61900股,2.46,152274,61900股,-,0,15.23,全部成交,2025-6-3 9:30
2025-6-3,14:55:00,股票,*ST精伦(600355.XSHG),卖,市价单,-51300股,2.86,-146718,-51300股,-,-5130,88.03,全部成交,2025-6-3 14:55
2025-6-4,9:30:00,股票,*ST和科(002816.XSHE),买,市价单,7800股,19.08,148824,7800股,-,0,14.88,全部成交,2025-6-4 9:30
2025-6-4,9:30:00,股票,*ST国华(000004.XSHE),买,市价单,14600股,10.18,148628,14600股,-,0,14.86,全部成交,2025-6-4 9:30
2025-6-4,13:00:00,股票,*ST高鸿(000851.XSHE),卖,市价单,-61900股,2.48,-153512,-61900股,-,1238,92.11,全部成交,2025-6-4 13:00
2025-6-5,9:30:00,股票,*ST节能(000820.XSHE),买,市价单,53000股,2.9,153700,53000股,-,0,15.37,全部成交,2025-6-5 9:30
2025-6-5,14:00:00,股票,*ST国华(000004.XSHE),卖,市价单,-14600股,9.85,-143810,-14600股,-,-4818,86.29,全部成交,2025-6-5 14:00
2025-6-6,9:30:00,股票,ST华西(002630.XSHE),买,市价单,52400股,2.74,143576,52400股,-,0,14.36,全部成交,2025-6-6 9:30
2025-6-6,13:00:00,股票,*ST和科(002816.XSHE),卖,市价单,-7800股,17.88,-139464,-7800股,-,-9360,83.68,全部成交,2025-6-6 13:00
2025-6-9,9:30:00,股票,ST中珠(600568.XSHG),买,市价单,78400股,1.78,139552,78400股,-,0,13.96,全部成交,2025-6-9 9:30
2025-6-9,13:00:00,股票,ST华西(002630.XSHE),卖,市价单,-52400股,2.74,-143576,-52400股,-,0,86.15,全部成交,2025-6-9 13:00
2025-6-9,14:55:00,股票,*ST节能(000820.XSHE),卖,市价单,-53000股,2.94,-155820,-53000股,-,2120,93.49,全部成交,2025-6-9 14:55
2025-6-10,9:30:00,股票,ST亚联(002316.XSHE),买,市价单,33100股,4.51,149281,33100股,-,0,14.93,全部成交,2025-6-10 9:30
2025-6-11,9:30:00,股票,ST红太阳(000525.XSHE),买,市价单,17600股,8.51,149776,17600股,-,0,14.98,全部成交,2025-6-11 9:30
2025-6-11,13:00:00,股票,ST亚联(002316.XSHE),卖,市价单,-33100股,4.69,-155239,-33100股,-,5958,93.14,全部成交,2025-6-11 13:00
2025-6-12,13:00:00,股票,ST中珠(600568.XSHG),卖,市价单,-78400股,1.7,-133280,-78400股,-,-6272,79.97,全部成交,2025-6-12 13:00
2025-6-13,9:30:00,股票,ST中迪(000609.XSHE),买,市价单,41000股,3.51,143910,41000股,-,0,14.39,全部成交,2025-6-13 9:30
2025-6-13,9:30:00,股票,ST百利(603959.XSHG),买,市价单,26700股,5.4,144180,26700股,-,0,14.42,全部成交,2025-6-13 9:30
2025-6-13,13:00:00,股票,红太阳(000525.XSHE),卖,市价单,-17600股,8.36,-147136,-17600股,-,-2640,88.28,全部成交,2025-6-13 13:00
2025-6-16,9:30:00,股票,*ST智胜(002253.XSHE),买,市价单,13000股,11.34,147420,13000股,-,0,14.74,全部成交,2025-6-16 9:30
2025-6-16,13:00:00,股票,ST百利(603959.XSHG),卖,市价单,-26700股,5.78,-154326,-26700股,-,10146,92.6,全部成交,2025-6-16 13:00
2025-6-17,9:30:00,股票,ST百利(603959.XSHG),买,市价单,27200股,5.66,153952,27200股,-,0,15.4,全部成交,2025-6-17 9:30
2025-6-17,13:00:00,股票,*ST智胜(002253.XSHE),卖,市价单,-13000股,10.86,-141180,-13000股,-,-6240,84.71,全部成交,2025-6-17 13:00
2025-6-18,9:30:00,股票,*ST生物(000504.XSHE),买,市价单,15500股,9.09,140895,15500股,-,0,14.09,全部成交,2025-6-18 9:30
2025-6-18,13:00:00,股票,ST中迪(000609.XSHE),卖,市价单,-41000股,3.3,-135300,-41000股,-,-8610,81.18,全部成交,2025-6-18 13:00
2025-6-18,13:00:00,股票,ST百利(603959.XSHG),卖,市价单,-27200股,6.08,-165376,-27200股,-,11424,99.23,全部成交,2025-6-18 13:00
2025-6-19,9:30:00,股票,*ST赛隆(002898.XSHE),买,市价单,11000股,13.66,150260,11000股,-,0,15.03,全部成交,2025-6-19 9:30
2025-6-19,9:30:00,股票,*ST返利(600228.XSHG),买,市价单,29100股,5.16,150156,29100股,-,0,15.02,全部成交,2025-6-19 9:30
2025-6-19,13:00:00,股票,*ST生物(000504.XSHE),卖,市价单,-15500股,8.74,-135470,-15500股,-,-5425,81.28,全部成交,2025-6-19 13:00
2025-6-20,9:30:00,股票,ST英飞拓(002528.XSHE),买,市价单,47600股,2.86,136136,47600股,-,0,13.61,全部成交,2025-6-20 9:30
2025-6-23,13:00:00,股票,ST英飞拓(002528.XSHE),卖,市价单,-47600股,2.98,-141848,-47600股,-,5712,85.11,全部成交,2025-6-23 13:00
2025-6-24,9:30:00,股票,ST英飞拓(002528.XSHE),买,市价单,45900股,3.08,141372,45900股,-,0,14.14,全部成交,2025-6-24 9:30
